symbol_a,symbol_b,lag,correlation,p_value,stability,n_overlap_days
AAPL,GOOGL,10,-0.012903,0.34274252,0.0434,5419
AAPL,GOOGL,14,-0.014861,0.27467182,0.0636,5419
AAPL,GOOGL,20,0.027184,0.04579236,0.0715,5419
AAPL,GOOGL,30,-0.00944,0.48839719,0.0667,5419
GOOGL,AAPL,1,-0.028265,0.03748544,0.0704,5419
GOOGL,AAPL,2,-0.014559,0.28400536,0.0693,5419
GOOGL,AAPL,3,0.013008,0.33851419,0.0636,5419
GOOGL,AAPL,4,0.008872,0.51392013,0.053,5419
GOOGL,AAPL,5,-0.001988,0.8837349,0.0694,5419
GOOGL,AAPL,7,0.052968,9.68e-05,0.0685,5419
GOOGL,AAPL,10,-0.014147,0.29822632,0.0598,5419
GOOGL,AAPL,14,-0.003914,0.77355881,0.0443,5419
GOOGL,AAPL,20,0.009066,0.50541107,0.059,5419
GOOGL,AAPL,30,-0.009859,0.46932677,0.0698,5419
AAPL,HD,1,0.016962,0.07264173,0.0757,11202
AAPL,HD,2,-0.005932,0.53017145,0.0501,11202
AAPL,HD,3,-0.009724,0.3034951,0.051,11202
AAPL,HD,4,-0.002056,0.82778658,0.052,11202
AAPL,HD,5,-0.005592,0.55411107,0.0471,11202
AAPL,HD,7,0.01083,0.25188969,0.0766,11202
AAPL,HD,10,-0.012756,0.1772142,0.053,11202
AAPL,HD,14,0.01591,0.09241796,0.053,11202
AAPL,HD,20,0.007474,0.42935726,0.07,11202
AAPL,HD,30,-0.006889,0.46654475,0.0631,11202
HD,AAPL,1,-0.009945,0.29262255,0.0461,11202
HD,AAPL,2,-0.019233,0.04180814,0.0589,11202
HD,AAPL,3,0.005494,0.56102873,0.0599,11202
HD,AAPL,4,0.003007,0.75036121,0.0569,11202
HD,AAPL,5,0.013762,0.14536661,0.0451,11202
HD,AAPL,7,0.00681,0.47126197,0.0668,11202
HD,AAPL,10,0.001871,0.84308656,0.056,11202
HD,AAPL,14,0.004602,0.62645641,0.0638,11202
HD,AAPL,20,0.004358,0.64496331,0.064,11202
HD,AAPL,30,-0.001349,0.88665209,0.0463,11202
AAPL,HG=F,1,0.087294,0.0,0.068,6396
AAPL,HG=F,2,-0.002371,0.84962969,0.0486,6396
AAPL,HG=F,3,-0.000348,0.97778095,0.0593,6396
AAPL,HG=F,4,-0.009805,0.4331603,0.072,6396
AAPL,HG=F,5,0.014708,0.23974084,0.0545,6396
AAPL,HG=F,7,0.021919,0.07979755,0.0486,6396
AAPL,HG=F,10,0.000239,0.98476011,0.0554,6396
AAPL,HG=F,14,-0.001697,0.89220876,0.0554,6396
AAPL,HG=F,20,0.000877,0.94421136,0.0603,6396
AAPL,HG=F,30,-0.002008,0.87275946,0.0527,6396
HG=F,AAPL,1,0.01541,0.21788233,0.068,6396
HG=F,AAPL,2,0.004761,0.70350135,0.0544,6396
HG=F,AAPL,3,0.00382,0.76008069,0.0525,6396
HG=F,AAPL,4,0.005181,0.67877102,0.0447,6396
HG=F,AAPL,5,-0.02965,0.01776921,0.0593,6396
HG=F,AAPL,7,-0.011981,0.33830907,0.0369,6396
HG=F,AAPL,10,-0.00237,0.84981532,0.0564,6396
HG=F,AAPL,14,0.024156,0.05365283,0.0574,6396
HG=F,AAPL,20,0.012982,0.30000137,0.0545,6396
HG=F,AAPL,30,-0.011604,0.3546007,0.0596,6396
AAPL,HOOD,1,-0.018062,0.54007373,0.0415,1154
AAPL,HOOD,2,-0.042343,0.1509306,0.0326,1154
AAPL,HOOD,3,-0.026636,0.36661148,0.0468,1154
AAPL,HOOD,4,-0.060722,0.03950862,0.0524,1154
AAPL,HOOD,5,-0.028832,0.32883572,0.0814,1154
AAPL,HOOD,7,-0.039817,0.17779825,0.0614,1154
AAPL,HOOD,10,-0.009147,0.75727486,0.0474,1154
AAPL,HOOD,14,0.012648,0.66967487,0.0689,1154
AAPL,HOOD,20,0.011819,0.69093658,0.0682,1154
AAPL,HOOD,30,-0.04966,0.096099,0.0731,1154
HOOD,AAPL,1,0.017324,0.55675699,0.1094,1154
HOOD,AAPL,2,0.033391,0.25746279,0.0893,1154
HOOD,AAPL,3,-0.059741,0.04272446,0.0434,1154
HOOD,AAPL,4,-0.009272,0.75346184,0.0513,1154
HOOD,AAPL,5,0.00029,0.99215439,0.0471,1154
HOOD,AAPL,7,0.003775,0.89836544,0.0436,1154
HOOD,AAPL,10,-0.036164,0.2216166,0.0384,1154
HOOD,AAPL,14,-0.018957,0.52255234,0.0663,1154
HOOD,AAPL,20,0.071171,0.01652704,0.0634,1154
HOOD,AAPL,30,0.003609,0.90380631,0.0603,1154
AAPL,IBIT,1,-0.063044,0.14494749,0.0403,537
AAPL,IBIT,2,0.01492,0.73061038,0.0714,537
AAPL,IBIT,3,-0.074119,0.08706141,0.0359,537
AAPL,IBIT,4,-0.068556,0.11390607,0.0573,537
AAPL,IBIT,5,-0.000354,0.99350233,0.04,537
AAPL,IBIT,7,-0.015045,0.72966942,0.0644,537
AAPL,IBIT,10,0.01452,0.73946223,0.0436,537
AAPL,IBIT,14,-0.052641,0.22943933,0.0561,537
AAPL,IBIT,20,0.04864,0.26962037,0.0899,537
AAPL,IBIT,30,0.029165,0.51233372,0.0709,537
IBIT,AAPL,1,0.010078,0.81593709,0.0506,537
IBIT,AAPL,2,-0.068379,0.11415981,0.042,537
IBIT,AAPL,3,-0.030182,0.48644607,0.0387,537
IBIT,AAPL,4,-0.075749,0.08060002,0.0586,537
IBIT,AAPL,5,0.00108,0.98016405,0.0289,537
IBIT,AAPL,7,-0.005821,0.89363576,0.0568,537
IBIT,AAPL,10,-0.039561,0.36473403,0.038,537
IBIT,AAPL,14,-0.055694,0.20350917,0.0826,537
IBIT,AAPL,20,0.068692,0.11877165,0.0437,537
IBIT,AAPL,30,-0.007237,0.87086168,0.0107,537
AAPL,IWM,1,-0.058347,2.61e-06,0.0643,6480
AAPL,IWM,2,0.003689,0.76656394,0.0545,6480
AAPL,IWM,3,-0.011818,0.34161855,0.0555,6480
AAPL,IWM,4,0.006504,0.60076392,0.0634,6480
AAPL,IWM,5,0.010711,0.38881068,0.0495,6480
AAPL,IWM,7,0.019712,0.11278434,0.0703,6480
AAPL,IWM,10,-0.018749,0.13157077,0.0674,6480
AAPL,IWM,14,-0.009313,0.45402302,0.0446,6480
AAPL,IWM,20,0.01367,0.27196576,0.0615,6480
AAPL,IWM,30,0.012143,0.32951765,0.0733,6480
IWM,AAPL,1,-0.046118,0.00020449,0.0485,6480
IWM,AAPL,2,-0.006871,0.58033274,0.0505,6480
IWM,AAPL,3,0.005442,0.66145886,0.0465,6480
IWM,AAPL,4,-0.000888,0.94306043,0.0555,6480
IWM,AAPL,5,-0.000721,0.95376332,0.0574,6480
IWM,AAPL,7,0.022834,0.06621111,0.0624,6480
IWM,AAPL,10,0.016926,0.17340655,0.0496,6480
IWM,AAPL,14,-0.003472,0.78012176,0.0634,6480
IWM,AAPL,20,0.002691,0.82879752,0.0565,6480
IWM,AAPL,30,0.005448,0.66179468,0.0556,6480
AAPL,JNJ,1,-0.027361,0.00348846,0.0737,11397
AAPL,JNJ,2,0.012457,0.18364029,0.0707,11397
AAPL,JNJ,3,-0.004823,0.60673761,0.0589,11397
AAPL,JNJ,4,-0.027601,0.00321578,0.056,11397
AAPL,JNJ,5,0.002978,0.75058912,0.0471,11397
AAPL,JNJ,7,-0.009685,0.30134724,0.0805,11397
AAPL,JNJ,10,-0.01481,0.1140319,0.0552,11397
AAPL,JNJ,14,0.007335,0.4338984,0.0424,11397
AAPL,JNJ,20,-0.00387,0.67977046,0.0493,11397
AAPL,JNJ,30,0.002533,0.78714341,0.0463,11397
JNJ,AAPL,1,0.000328,0.97204483,0.0658,11397
JNJ,AAPL,2,-0.009149,0.32879351,0.0639,11397
JNJ,AAPL,3,0.001576,0.86641867,0.0599,11397
JNJ,AAPL,4,0.011187,0.23246687,0.0618,11397
JNJ,AAPL,5,0.011275,0.22885337,0.0638,11397
JNJ,AAPL,7,-0.005157,0.58207151,0.0422,11397
JNJ,AAPL,10,-0.011718,0.21118315,0.0502,11397
JNJ,AAPL,14,0.010785,0.24991703,0.0493,11397
JNJ,AAPL,20,-0.010565,0.2598041,0.0473,11397
JNJ,AAPL,30,0.007087,0.44993357,0.0542,11397
AAPL,JPM,1,-0.006571,0.48304686,0.0717,11397
AAPL,JPM,2,-0.00583,0.53379635,0.0629,11397
AAPL,JPM,3,-0.012083,0.19716625,0.0667,11397
AAPL,JPM,4,0.020156,0.03144331,0.0501,11397
AAPL,JPM,5,0.008375,0.37140866,0.052,11397
AAPL,JPM,7,-0.003759,0.68830927,0.0697,11397
AAPL,JPM,10,-0.027703,0.00311223,0.0502,11397
AAPL,JPM,14,0.003878,0.67910539,0.0424,11397
AAPL,JPM,20,0.009231,0.32488232,0.064,11397
AAPL,JPM,30,0.021232,0.02359513,0.0572,11397
JPM,AAPL,1,-0.039351,2.646e-05,0.0648,11397
JPM,AAPL,2,-0.020351,0.02982882,0.0737,11397
JPM,AAPL,3,0.004972,0.59562142,0.056,11397
JPM,AAPL,4,0.012868,0.16961569,0.0609,11397
JPM,AAPL,5,0.009371,0.31727459,0.0668,11397
JPM,AAPL,7,-0.001424,0.87922569,0.054,11397
JPM,AAPL,10,0.002423,0.79598879,0.0483,11397
JPM,AAPL,14,0.015426,0.09982733,0.0522,11397
JPM,AAPL,20,-0.007067,0.45103243,0.0542,11397
JPM,AAPL,30,0.001715,0.85495143,0.0542,11397
AAPL,MA,1,-0.039988,0.00479733,0.062,4974
AAPL,MA,2,-0.009616,0.49785193,0.0717,4974
AAPL,MA,3,0.016763,0.23734088,0.0572,4974
AAPL,MA,4,-0.028777,0.04249855,0.0668,4974
AAPL,MA,5,0.000819,0.95396487,0.0348,4974
AAPL,MA,7,0.035515,0.0123091,0.0602,4974
AAPL,MA,10,-0.016462,0.24618894,0.0474,4974
AAPL,MA,14,-0.008643,0.54281895,0.0524,4974
AAPL,MA,20,-0.007101,0.61732376,0.0525,4974
AAPL,MA,30,-0.003348,0.81393157,0.0476,4974
MA,AAPL,1,-0.062866,9.14e-06,0.062,4974
MA,AAPL,2,0.009761,0.49139893,0.0562,4974
MA,AAPL,3,-0.004945,0.72740386,0.0484,4974
MA,AAPL,4,0.003091,0.82752274,0.062,4974
MA,AAPL,5,0.007033,0.62013423,0.0484,4974
MA,AAPL,7,0.046784,0.00097313,0.0746,4974
MA,AAPL,10,-0.023277,0.10105246,0.0571,4974
MA,AAPL,14,0.013723,0.33391761,0.0437,4974
MA,AAPL,20,-0.004928,0.72875225,0.0691,4974
MA,AAPL,30,-0.015099,0.28847183,0.0476,4974
AAPL,MARA,1,-0.019373,0.25351101,0.0594,3477
AAPL,MARA,2,0.007403,0.66264741,0.0435,3477
AAPL,MARA,3,-0.024967,0.14122381,0.0564,3477
AAPL,MARA,4,-0.037224,0.02825781,0.0566,3477
AAPL,MARA,5,0.029832,0.07882373,0.0328,3477
AAPL,MARA,7,-0.0064,0.70625966,0.0773,3477
AAPL,MARA,10,0.017909,0.29178685,0.0467,3477
AAPL,MARA,14,-0.015107,0.37416032,0.0655,3477
AAPL,MARA,20,-0.015453,0.36372154,0.0506,3477
AAPL,MARA,30,0.002273,0.89388034,0.0549,3477
MARA,AAPL,1,-0.020631,0.22396522,0.0612,3477
MARA,AAPL,2,0.038215,0.02427421,0.0435,3477
MARA,AAPL,3,0.008606,0.61210478,0.0505,3477
MARA,AAPL,4,-0.001821,0.91458593,0.0406,3477
MARA,AAPL,5,0.014127,0.40531785,0.0565,3477
MARA,AAPL,7,-0.003698,0.82760068,0.0487,3477
MARA,AAPL,10,-0.024948,0.14192871,0.0586,3477
MARA,AAPL,14,0.019259,0.2571954,0.0646,3477
MARA,AAPL,20,0.006202,0.71544783,0.0759,3477
MARA,AAPL,30,-0.032504,0.05636781,0.0627,3477
AAPL,META,1,-0.069532,4.185e-05,0.1025,3467
AAPL,META,2,-0.0162,0.3404324,0.0639,3467
AAPL,META,3,-0.037821,0.02601381,0.0582,3467
AAPL,META,4,-0.021868,0.19824742,0.0651,3467
AAPL,META,5,-0.020646,0.22456213,0.0444,3467
AAPL,META,7,0.040929,0.01605638,0.0739,3467
AAPL,META,10,-0.033442,0.04928877,0.0637,3467
AAPL,META,14,0.022311,0.18995617,0.071,3467
AAPL,META,20,0.01769,0.29912404,0.0475,3467
AAPL,META,30,-0.010658,0.53222164,0.0496,3467
META,AAPL,1,-0.045159,0.007836,0.0659,3467
META,AAPL,2,0.017321,0.30807497,0.0661,3467
META,AAPL,3,0.001717,0.91955051,0.0612,3467
META,AAPL,4,0.019851,0.24284942,0.084,3467
META,AAPL,5,0.007517,0.65838451,0.0572,3467
META,AAPL,7,0.056392,0.00090487,0.0552,3467
META,AAPL,10,-0.033948,0.04595063,0.0509,3467
META,AAPL,14,-0.030555,0.07261421,0.062,3467
META,AAPL,20,0.017027,0.31759846,0.069,3467
META,AAPL,30,-0.052954,0.00189949,0.0662,3467
AAPL,MSFT,1,-0.034261,0.00058452,0.0823,10071
AAPL,MSFT,2,-0.007559,0.44819871,0.0776,10071
AAPL,MSFT,3,-0.026484,0.00787112,0.0607,10071
AAPL,MSFT,4,0.008241,0.40835677,0.0627,10071
AAPL,MSFT,5,0.00353,0.72323314,0.0477,10071
AAPL,MSFT,7,-8.5e-05,0.99317336,0.0567,10071
AAPL,MSFT,10,0.0015,0.88045332,0.0547,10071
AAPL,MSFT,14,-0.003802,0.70303952,0.0517,10071
AAPL,MSFT,20,-0.008052,0.41956004,0.0536,10071
AAPL,MSFT,30,0.006415,0.52040083,0.0507,10071
MSFT,AAPL,1,-0.007758,0.43632882,0.0744,10071
MSFT,AAPL,2,-0.026971,0.00679898,0.0567,10071
MSFT,AAPL,3,-0.012827,0.19810812,0.0607,10071
MSFT,AAPL,4,0.001137,0.90919002,0.0547,10071
MSFT,AAPL,5,0.00103,0.91767446,0.0507,10071
MSFT,AAPL,7,0.007313,0.46321296,0.0696,10071
MSFT,AAPL,10,-0.008831,0.37575416,0.0537,10071
MSFT,AAPL,14,-0.014956,0.13367025,0.0656,10071
MSFT,AAPL,20,-0.002942,0.76804873,0.0537,10071
MSFT,AAPL,30,-0.005575,0.57642366,0.0577,10071
AAPL,MSTR,1,0.018285,0.12679465,0.0851,6975
AAPL,MSTR,2,0.025831,0.03100656,0.0577,6975
AAPL,MSTR,3,0.013391,0.26359144,0.0469,6975
AAPL,MSTR,4,0.00953,0.42628173,0.0557,6975
AAPL,MSTR,5,0.035938,0.00269282,0.0498,6975
AAPL,MSTR,7,0.015811,0.18694634,0.0616,6975
AAPL,MSTR,10,-0.035972,0.00267763,0.0527,6975
AAPL,MSTR,14,-0.014674,0.22090234,0.0479,6975
AAPL,MSTR,20,-0.011202,0.35025307,0.049,6975
AAPL,MSTR,30,-0.001002,0.93343603,0.0431,6975
MSTR,AAPL,1,-0.033423,0.00524767,0.0596,6975
MSTR,AAPL,2,-0.015989,0.18188439,0.0714,6975
MSTR,AAPL,3,-0.024455,0.04116242,0.0548,6975
MSTR,AAPL,4,0.009722,0.41703466,0.0459,6975
MSTR,AAPL,5,-0.00614,0.60829836,0.0557,6975
MSTR,AAPL,7,0.032719,0.00630527,0.0577,6975
MSTR,AAPL,10,0.020114,0.09325315,0.0391,6975
MSTR,AAPL,14,-0.010361,0.38740416,0.0547,6975
MSTR,AAPL,20,-0.010128,0.39836472,0.053,6975
MSTR,AAPL,30,0.007391,0.53801547,0.0588,6975
AAPL,MSTU,1,-0.136001,0.00938002,0.0467,365
AAPL,MSTU,2,0.102515,0.05098895,0.0449,365
AAPL,MSTU,3,-0.085311,0.10512524,0.0295,365
AAPL,MSTU,4,-0.112181,0.03310781,0.0611,365
AAPL,MSTU,5,-0.003404,0.94867611,0.0484,365
AAPL,MSTU,7,-0.065237,0.21819625,0.0249,365
AAPL,MSTU,10,-0.072689,0.17177054,0.0519,365
AAPL,MSTU,14,-0.001018,0.98483866,0.0169,365
AAPL,MSTU,20,0.069478,0.19796534,0.0469,365
AAPL,MSTU,30,0.015916,0.771634,0.0899,365
MSTU,AAPL,1,-0.026711,0.61148707,0.0381,365
MSTU,AAPL,2,0.018077,0.73140475,0.0558,365
MSTU,AAPL,3,-0.018461,0.72629409,0.0157,365
MSTU,AAPL,4,-0.135867,0.00975179,0.0859,365
MSTU,AAPL,5,0.010339,0.8450132,0.0207,365
MSTU,AAPL,7,-0.003488,0.94756358,0.0256,365
MSTU,AAPL,10,-0.061092,0.25094106,0.0405,365
MSTU,AAPL,14,0.004274,0.9364002,0.0671,365
MSTU,AAPL,20,0.065636,0.22397551,0.0421,365
MSTU,AAPL,30,0.085982,0.11624044,0.0256,365
AAPL,NFLX,1,-0.033557,0.00944326,0.073,5983
AAPL,NFLX,2,-0.014622,0.25820878,0.0515,5983
AAPL,NFLX,3,-0.014102,0.27556303,0.073,5983
AAPL,NFLX,4,0.012518,0.33315209,0.074,5983
AAPL,NFLX,5,0.013717,0.28897958,0.0418,5983
AAPL,NFLX,7,-0.008005,0.53611807,0.0564,5983
AAPL,NFLX,10,-0.006869,0.59557467,0.0652,5983
AAPL,NFLX,14,0.018292,0.15764838,0.0505,5983
AAPL,NFLX,20,-0.010188,0.43153554,0.0556,5983
AAPL,NFLX,30,-0.01494,0.2491139,0.0449,5983
NFLX,AAPL,1,-0.025367,0.04978082,0.0594,5983
NFLX,AAPL,2,0.012943,0.31690319,0.069,5983
NFLX,AAPL,3,-0.012897,0.31869414,0.072,5983
NFLX,AAPL,4,-0.021053,0.10357621,0.0593,5983
NFLX,AAPL,5,0.016098,0.213329,0.0447,5983
NFLX,AAPL,7,0.01413,0.27476474,0.0477,5983
NFLX,AAPL,10,-0.016101,0.21342766,0.0565,5983
NFLX,AAPL,14,-0.001845,0.88668048,0.0418,5983
NFLX,AAPL,20,0.001449,0.91093565,0.0586,5983
NFLX,AAPL,30,-0.011007,0.39583851,0.0557,5983
AAPL,NVDA,1,-0.012186,0.31433397,0.0721,6820
AAPL,NVDA,2,-0.003064,0.80031511,0.0687,6820
AAPL,NVDA,3,0.013539,0.26370127,0.0486,6820
AAPL,NVDA,4,0.025157,0.03780921,0.0515,6820
AAPL,NVDA,5,0.001607,0.89449533,0.0505,6820
AAPL,NVDA,7,0.015036,0.21463686,0.0603,6820
AAPL,NVDA,10,0.013238,0.27471368,0.0515,6820
AAPL,NVDA,14,-0.003427,0.77745026,0.0729,6820
AAPL,NVDA,20,0.009335,0.44148733,0.0661,6820
AAPL,NVDA,30,0.018928,0.11886484,0.0535,6820
NVDA,AAPL,1,-0.021571,0.07488818,0.0526,6820
NVDA,AAPL,2,-0.012099,0.31786759,0.0562,6820
NVDA,AAPL,3,-0.011521,0.34156488,0.0505,6820
NVDA,AAPL,4,-0.010087,0.40502562,0.0612,6820
NVDA,AAPL,5,-0.002448,0.83987181,0.0593,6820
NVDA,AAPL,7,0.051031,2.507e-05,0.07,6820
NVDA,AAPL,10,0.013392,0.26916844,0.0592,6820
NVDA,AAPL,14,0.00423,0.72716257,0.0544,6820
NVDA,AAPL,20,0.00142,0.90677379,0.069,6820
NVDA,AAPL,30,0.00206,0.86523153,0.0408,6820
AAPL,NVDL,1,-0.013903,0.69350318,0.0458,807
AAPL,NVDL,2,-0.010055,0.77575933,0.0694,807
AAPL,NVDL,3,-0.068773,0.05125522,0.033,807
AAPL,NVDL,4,-0.023792,0.50079288,0.0399,807
AAPL,NVDL,5,-0.033751,0.33977617,0.0501,807
AAPL,NVDL,7,-0.045605,0.19755253,0.074,807
AAPL,NVDL,10,0.015124,0.66986473,0.04,807
AAPL,NVDL,14,-0.022723,0.52284538,0.1081,807
AAPL,NVDL,20,0.029257,0.41243164,0.0761,807
AAPL,NVDL,30,0.082147,0.02202103,0.1034,807
NVDL,AAPL,1,-0.015563,0.65908091,0.0429,807
NVDL,AAPL,2,0.077786,0.02732037,0.0484,807
NVDL,AAPL,3,-0.04264,0.22715268,0.0436,807
NVDL,AAPL,4,0.005219,0.88260748,0.0384,807
NVDL,AAPL,5,0.04336,0.21997264,0.0721,807
NVDL,AAPL,7,0.011231,0.7511074,0.0856,807
NVDL,AAPL,10,-0.049767,0.16042033,0.0691,807
NVDL,AAPL,14,-0.045944,0.19620662,0.0639,807
NVDL,AAPL,20,0.003314,0.92604034,0.0724,807
NVDL,AAPL,30,0.011584,0.74715011,0.039,807
AAPL,PG,1,-0.050253,8e-08,0.0727,11397
AAPL,PG,2,-0.003834,0.68236353,0.0579,11397
AAPL,PG,3,-0.004511,0.63016998,0.054,11397
AAPL,PG,4,-0.018877,0.04392079,0.056,11397
AAPL,PG,5,-0.019337,0.03902891,0.0521,11397
AAPL,PG,7,-0.007447,0.42679309,0.0766,11397
AAPL,PG,10,-0.006657,0.47753625,0.0542,11397
AAPL,PG,14,0.011737,0.2105165,0.0502,11397
AAPL,PG,20,-0.000205,0.98255301,0.0601,11397
AAPL,PG,30,-0.007468,0.42597305,0.0493,11397
PG,AAPL,1,-0.015792,0.09184404,0.0629,11397
PG,AAPL,2,-0.031895,0.00066104,0.0412,11397
PG,AAPL,3,-0.003469,0.7111575,0.056,11397
PG,AAPL,4,0.00344,0.71349777,0.055,11397
PG,AAPL,5,0.025569,0.00634831,0.0648,11397
PG,AAPL,7,0.006776,0.46963149,0.0727,11397
PG,AAPL,10,-0.026144,0.00527026,0.07,11397
PG,AAPL,14,0.004004,0.66925511,0.0522,11397
PG,AAPL,20,0.020605,0.02796633,0.0749,11397
PG,AAPL,30,-0.007815,0.4047637,0.0463,11397
AAPL,QLD,1,-0.077007,6e-08,0.0731,4956
AAPL,QLD,2,-0.003812,0.78850763,0.0496,4956
AAPL,QLD,3,-0.019724,0.16517308,0.0584,4956
AAPL,QLD,4,-0.003281,0.81747495,0.0574,4956
AAPL,QLD,5,0.009356,0.51043135,0.0506,4956
AAPL,QLD,7,0.021735,0.1263087,0.0692,4956
AAPL,QLD,10,-0.028701,0.04355322,0.0506,4956
AAPL,QLD,14,-0.005754,0.68592997,0.0496,4956
AAPL,QLD,20,0.021559,0.12990172,0.0537,4956
AAPL,QLD,30,0.001828,0.89793443,0.0567,4956
QLD,AAPL,1,-0.047989,0.00072723,0.0555,4956
QLD,AAPL,2,0.009198,0.51748778,0.0535,4956
QLD,AAPL,3,-0.000491,0.97241762,0.0457,4956
QLD,AAPL,4,0.004954,0.72743262,0.0545,4956
QLD,AAPL,5,0.000935,0.94756213,0.0574,4956
QLD,AAPL,7,0.057143,5.765e-05,0.0663,4956
QLD,AAPL,10,-0.009532,0.5027434,0.0535,4956
QLD,AAPL,14,0.005692,0.68913028,0.0544,4956
QLD,AAPL,20,0.008215,0.56392836,0.0508,4956
QLD,AAPL,30,0.000774,0.95667186,0.0488,4956
AAPL,QQQ,1,-0.056284,3.49e-06,0.073,6788
AAPL,QQQ,2,-0.005754,0.63555211,0.0613,6788
AAPL,QQQ,3,-0.031416,0.0096557,0.0486,6788
AAPL,QQQ,4,0.015007,0.21650602,0.0576,6788
AAPL,QQQ,5,-0.005849,0.63007533,0.0479,6788
AAPL,QQQ,7,0.019656,0.10556644,0.0596,6788
AAPL,QQQ,10,-0.035346,0.00361015,0.0478,6788
AAPL,QQQ,14,-0.016751,0.16804922,0.0566,6788
AAPL,QQQ,20,-0.004943,0.68430985,0.0596,6788
AAPL,QQQ,30,0.030714,0.01156729,0.0772,6788
QQQ,AAPL,1,-0.030481,0.01203141,0.0516,6788
QQQ,AAPL,2,-0.042122,0.000519,0.0603,6788
QQQ,AAPL,3,-0.012921,0.28725984,0.0535,6788
QQQ,AAPL,4,0.018667,0.12419888,0.0654,6788
QQQ,AAPL,5,-0.005915,0.62619875,0.0488,6788
QQQ,AAPL,7,0.03709,0.00225289,0.0606,6788
QQQ,AAPL,10,0.007607,0.53122131,0.0517,6788
QQQ,AAPL,14,-0.013216,0.27676568,0.0615,6788
QQQ,AAPL,20,-0.000612,0.95986953,0.0616,6788
QQQ,AAPL,30,0.003027,0.80351531,0.0449,6788
AAPL,RIOT,1,-0.025437,0.20402492,0.0591,2496
AAPL,RIOT,2,-0.007781,0.69771512,0.0543,2496
AAPL,RIOT,3,-0.017173,0.39141362,0.064,2496
AAPL,RIOT,4,-0.023842,0.23414074,0.065,2496
AAPL,RIOT,5,0.01558,0.43700447,0.0554,2496
AAPL,RIOT,7,0.01239,0.53667093,0.0818,2496
AAPL,RIOT,10,0.034794,0.08283816,0.0565,2496
AAPL,RIOT,14,0.002426,0.90386433,0.0624,2496
AAPL,RIOT,20,-0.022676,0.25935715,0.0508,2496
AAPL,RIOT,30,-0.020616,0.30614579,0.053,2496
RIOT,AAPL,1,-0.042515,0.03370932,0.0563,2496
RIOT,AAPL,2,0.02182,0.27602377,0.0552,2496
RIOT,AAPL,3,0.005112,0.79864182,0.0494,2496
RIOT,AAPL,4,-0.016482,0.41083839,0.0436,2496
RIOT,AAPL,5,0.020379,0.30929917,0.0574,2496
RIOT,AAPL,7,0.002762,0.89047555,0.0496,2496
RIOT,AAPL,10,-0.023865,0.23424754,0.0379,2496
RIOT,AAPL,14,0.029934,0.13599273,0.0761,2496
RIOT,AAPL,20,0.013944,0.48798569,0.0342,2496
RIOT,AAPL,30,-0.01323,0.51138463,0.0471,2496
AAPL,ROBN,1,-0.071807,0.23786374,0.0379,273
AAPL,ROBN,2,0.038699,0.52585056,0.0175,273
AAPL,ROBN,3,-0.077802,0.20251332,0.0628,273
AAPL,ROBN,4,-0.181899,0.00274902,0.0765,273
AAPL,ROBN,5,-0.05543,0.36606115,0.0448,273
AAPL,ROBN,7,-0.086954,0.15731021,0.034,273
AAPL,ROBN,10,0.023756,0.70136315,0.0247,273
AAPL,ROBN,14,-0.056641,0.36394741,0.0576,273
AAPL,ROBN,20,0.068348,0.27879892,0.0753,273
AAPL,ROBN,30,-0.043161,0.50307193,0.0509,273
ROBN,AAPL,1,-0.004508,0.94099952,0.0233,273
ROBN,AAPL,2,0.165919,0.00618627,0.1759,273
ROBN,AAPL,3,-0.019096,0.75477719,0.0072,273
ROBN,AAPL,4,-0.04833,0.42985727,0.0236,273
ROBN,AAPL,5,0.005492,0.92868903,0.0205,273
ROBN,AAPL,7,-0.027595,0.65413078,0.0679,273
ROBN,AAPL,10,-0.036377,0.55698509,0.0586,273
ROBN,AAPL,14,0.028489,0.64813063,0.0626,273
ROBN,AAPL,20,0.182222,0.00363224,0.0816,273
ROBN,AAPL,30,0.14959,0.01964817,0.1055,273
AAPL,ROM,1,-0.069045,1.68e-06,0.0636,4802
AAPL,ROM,2,-0.016694,0.24753377,0.051,4802
AAPL,ROM,3,-0.013359,0.35484795,0.0635,4802
AAPL,ROM,4,-0.004163,0.77314363,0.0752,4802
AAPL,ROM,5,-0.003339,0.81718221,0.0617,4802
AAPL,ROM,7,0.019556,0.17575836,0.0618,4802
AAPL,ROM,10,-0.015736,0.276122,0.053,4802
AAPL,ROM,14,0.004988,0.73007143,0.0539,4802
AAPL,ROM,20,0.017362,0.22997603,0.0703,4802
AAPL,ROM,30,0.004792,0.74066036,0.0639,4802
ROM,AAPL,1,-0.046354,0.00131497,0.0578,4802
ROM,AAPL,2,0.00932,0.51859024,0.0462,4802
ROM,AAPL,3,0.003124,0.82871466,0.053,4802
ROM,AAPL,4,0.001048,0.94212905,0.053,4802
ROM,AAPL,5,0.005035,0.72734281,0.0531,4802
ROM,AAPL,7,0.054885,0.0001433,0.0646,4802
ROM,AAPL,10,-0.003773,0.79400547,0.0588,4802
ROM,AAPL,14,0.002835,0.84452714,0.05,4802
ROM,AAPL,20,0.000156,0.99141352,0.0636,4802
ROM,AAPL,30,-0.002726,0.85067041,0.0542,4802
AAPL,SOXL,1,-0.08667,4e-08,0.0859,4020
